applicant_type,application_number,ben,cnct_email,form_471_manufacturer_name,form_471_product_name,funding_request_number,funding_year,model_of_equipment,monthly_quantity,monthly_recur_ineligible_cost,monthly_recurring_unit_eligible_costs,one_time_eligible_costs,one_time_ineligible_cost,one_time_quantity,organization_name,pre_discount_extended_eligible_line_item_costs,price,standardized_vendor,state,total_eligible_one_time_costs,total_eligible_recurring_costs,total_monthly_cost,total_monthly_eligible_recurring_costs,total_one_time_cost
School District,251042773,140483,daniel@e-rate.org,Cisco Systems,Module,2599061229,2025,C9300X-NM-8Y,1,0,0,27466.97,0,1,WYLIE ISD,27466.97,No,Cisco,TX,27466.97,0,0,0,27466.97
School District,251036882,141690,rsharp@bisdtx.org,Extreme Networks,Switch,2599052321,2025,5520-24X,0,0,0,6478.1,0,1,BASTROP INDEP SCHOOL DISTRICT,6478.1,No,Extreme,TX,6478.1,0,0,0,6478.1
School District,251034435,142019,brian.lummus@roby.esc14.net,Ruckus,Cabling,2599048590,2025,Outdoor rated CAT6A Data Drop,0,0,0,350,0,2,ROBY CONS INDEP SCHOOL DIST,700,No,Ruckus,TX,700,0,0,0,350
School District,251003170,223495,lcts.rml@stx.rr.com,Juniper Networks,Access Point,2599021778,2025,B-AP45E-1S-3Y-E,0,0,0,767.35,0,2,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,1534.7,No,Hp,TX,1534.7,0,0,0,767.35
School District,251014859,141911,stephanie.deeringer@esc12.net,Meraki,License,2599053402,2025,LIC-MS130-48-5Y,0,0,0,389.9,0,27,LOCKNEY INDEP SCHOOL DISTRICT,10527.3,No,Cisco,TX,10527.3,0,0,0,389.9
School District,251011532,141469,aalvarez@esc12.net,Meraki,Cabling,2599058572,2025,MA-CBL-100G-1M,0,0,0,93.23,0,4,COMFORT INDEP SCHOOL DISTRICT,372.92,No,Cisco,TX,372.92,0,0,0,93.23
School District,251040595,140510,dhartzell@vstservices.com,Aruba,Cabling,2599057980,2025,R0Z25A,1,0,0,255,0,0,KAUFMAN INDEP SCHOOL DISTRICT,0,No,Hp,TX,0,0,0,0,255
School District,251038193,141690,rsharp@bisdtx.org,Extreme Networks,Access Point,2599054355,2025,AP5010-WW,0,0,0,607.3,0,70,BASTROP INDEP SCHOOL DISTRICT,42511,No,Extreme,TX,42511,0,0,0,607.3
School District,251000545,141049,stephanie.deeringer@esc12.net,Cisco Systems,License,2599017856,2025,C9300-DNA-E-48-3Y,0,0,0,592.86,0,16,Cameron Independent School District,9485.76,No,Cisco,TX,9485.76,0,0,0,592.86
School District,251019560,141302,rkeys@vvisd.org,Juniper Networks,Cabling,2599024052,2025,Juniper Direct Attach Cable JNP-SFP-25G-DAC-1M,0,0,0,25.76,0,45,VAN VLECK INDEP SCHOOL DIST,1159.2,No,Hp,TX,1159.2,0,0,0,25.76
School District,251037807,141690,rsharp@bisdtx.org,Extreme Networks,License,2599053728,2025,USK12-STD-B-S-C-EW-3Y,0,0,0,552.48,0,7,BASTROP INDEP SCHOOL DISTRICT,3867.36,No,Extreme,TX,3867.36,0,0,0,552.48
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599048288,2025,R7J39A,0,0,0,836.92,0,4,NEW BRAUNFELS INDEP SCH DIST,3347.68,No,Hp,TX,3347.68,0,0,0,836.92
School District,251027861,141519,collect-ed@hotmail.com,Aruba,License,2599037953,2025,Q9Y60AAE,0,0,0,192.55,0,45,NEW BRAUNFELS INDEP SCH DIST,8664.75,No,Hp,TX,8664.75,0,0,0,192.55
School District,251008306,141898,rmeggs@esc12.net,Fortinet,"Installation, Activation, & Initial Configuration",2599008423,2025,Installation,0,0,0,375,0,1,PATTON SPRINGS SCHOOL DISTRICT,375,Yes,Fortinet,TX,375,0,0,0,375
School District,251034502,140707,jenningsb@carlisleisd.org,Aruba,License,2599048697,2025,HM1B2E,0,0,0,133.5,0,8,CARLISLE INDEP SCHOOL DISTRICT,1068,Yes,Hp,TX,1068,0,0,0,133.5
School District,251019818,142076,casmith@mwpisd.esc18.net,Aruba,Access Point,2599024454,2025,R7J28A,0,0,0,516,0,4,MONAHANS-WICKETT-PYOTE I S D,2064,Yes,Hp,TX,2064,0,0,0,516
School District,251030670,140655,atrice@esc12.net,Fortinet,Firewall Services & Components,2599042664,2025,FG-201G,0,0,0,4374.16,0,1,PEWITT CISD,4374.16,No,Fortinet,TX,4374.16,0,0,0,4374.16
School District,251034502,140707,jenningsb@carlisleisd.org,Aruba,Racks & Cabinets,2599048697,2025,S0J40A,0,0,0,225,0,8,CARLISLE INDEP SCHOOL DISTRICT,1800,Yes,Hp,TX,1800,0,0,0,225
School District,251021783,140608,collect-ed@hotmail.com,Extreme Networks,License,2599027779,2025,USK12-STD-A-S-C-EW-5Y,0,0,0,258.64,0,130,NORTH LAMAR INDEP SCHOOL DIST,33623.2,No,Extreme,TX,33623.2,0,0,0,258.64
School District,251005077,141792,khinojosa@esc12.net,Aruba,License,2599039534,2025,Q9Y75AAE,0,0,0,585,0,32,LA GRANGE INDEPENDENT SCHOOL DISTRICT,18720,No,Hp,TX,18720,0,0,0,585
School District,251041806,16051907,tim@ecspecialists.net,Meraki,License,2599059940,2025,"#LIC-MX85-ENT-5YR, Enterprise Cloud Controller Subscription License",0,0,0,307.16,0,8,ARISTOI CLASSICAL ACADEMY,2457.28,No,Cisco,TX,2457.28,0,0,0,307.16
School District,251042390,140912,dhartzell@vstservices.com,Meraki,Cabling,2599060663,2025,MA-CBL-100G-50CM,1,0,0,48.11,0,15,ARGYLE INDEP SCHOOL DISTRICT,721.65,No,Cisco,TX,721.65,0,0,0,48.11
School District,251000177,141097,sferrero@esc12.net,Ubiquiti,Wireless Controller,2599015430,2025,UCK-G2-SSD,0,0,0,289,0,1,COOLIDGE INDEP SCHOOL DISTRICT,289,No,Ubiquiti,TX,289,0,0,0,289
School District,251037807,141690,rsharp@bisdtx.org,Extreme Networks,Access Point,2599053728,2025,AP5010-WW,0,0,0,607.3,0,31,BASTROP INDEP SCHOOL DISTRICT,18826.3,No,Extreme,TX,18826.3,0,0,0,607.3
School District,251034726,141600,lisa.herring@refugioisd.net,Ubiquiti,Switch,2599049631,2025,USW-Enterprise 48P_PoE,0,0,0,1599,0,21,REFUGIO INDEP SCHOOL DISTRICT,33579,No,Ubiquiti,TX,33579,0,0,0,1599
School,251000061,90716,masmith@esc12.net,Aruba,Module,2599031189,2025,JL085A#ABA,0,0,0,212,0,2,CENTRAL CATHOLIC HIGH SCHOOL,424,No,Hp,TX,424,0,0,0,212
School District,251038037,140690,dhartzell@vstservices.com,Juniper Networks,Switch,2599054108,2025,EX4650-48Y-AFO,1,0,0,8870.96,0,2,Hughes Springs Independent School District,17741.92,No,Hp,TX,17741.92,0,0,0,8870.96
School District,251038037,140690,dhartzell@vstservices.com,Juniper Networks,License,2599054108,2025,S-EX-S-C3-5M2-C-E,1,0,0,891.63,281.57,5,Hughes Springs Independent School District,4458.15,No,Hp,TX,4458.15,0,0,0,1173.2
School District,251034011,141181,dhartzell@vstservices.com,Meraki,Switch,2599047966,2025,MS210-48FP-HW,1,0,0,3495,0,2,SANTA ANNA INDEP SCHOOL DIST,6990,No,Cisco,TX,6990,0,0,0,3495
School District,251037807,141690,rsharp@bisdtx.org,Extreme Networks,Access Point,2599053728,2025,AH-ACC-BKT-ASM,0,0,0,25.39,0,5,BASTROP INDEP SCHOOL DISTRICT,126.95,No,Extreme,TX,126.95,0,0,0,25.39
School District,251027861,141519,collect-ed@hotmail.com,Aruba,License,2599048298,2025,Q9Y60AAE,0,0,0,192.55,0,91,NEW BRAUNFELS INDEP SCH DIST,17522.05,No,Hp,TX,17522.05,0,0,0,192.55
School District,251038037,140690,dhartzell@vstservices.com,Juniper Networks,Cabling,2599054108,2025,JNP-100G-DAC-1M,1,0,0,113.12,0,2,Hughes Springs Independent School District,226.24,No,Hp,TX,226.24,0,0,0,113.12
School District,251019818,142076,casmith@mwpisd.esc18.net,Aruba,License,2599024454,2025,Q9Y60AAE,0,0,0,193,0,42,MONAHANS-WICKETT-PYOTE I S D,8106,Yes,Hp,TX,8106,0,0,0,193
School District,251028909,140814,cliff.joffrion@sbcglobal.net,Meraki,Access Point,2599039684,2025,MR36-HW - Cisco Meraki MR36 - wireless access point - Wi-Fi 6 - cloud-managed,0,0,0,342.84,0,2,KIRBYVILLE INDEP SCHOOL DIST,685.68,No,Cisco,TX,685.68,0,0,0,342.84
School District,251039276,141853,laurie.green@region16.net,Meraki,License,2599056032,2025,LIC-MS225-48-5YR MS225 License,0,0,0,561.26,0,1,PRINGLE-MORSE CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,561.26,No,Cisco,TX,561.26,0,0,0,561.26
School District,251005077,141792,khinojosa@esc12.net,Aruba,Switch,2599039534,2025,JL658A,0,0,0,5650,0,2,LA GRANGE INDEPENDENT SCHOOL DISTRICT,11300,No,Hp,TX,11300,0,0,0,5650
School District,251037807,141690,rsharp@bisdtx.org,Extreme Networks,License,2599053728,2025,USK12-STD-C-S-C-EW-3Y,0,0,0,692.23,0,1,BASTROP INDEP SCHOOL DISTRICT,692.23,No,Extreme,TX,692.23,0,0,0,692.23
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599048299,2025,Q9G69A,0,0,0,91.89,0,9,NEW BRAUNFELS INDEP SCH DIST,827.01,No,Hp,TX,827.01,0,0,0,91.89
School District,251027861,141519,collect-ed@hotmail.com,Aruba,License,2599048290,2025,Q9Y60AAE,0,0,0,192.55,0,45,NEW BRAUNFELS INDEP SCH DIST,8664.75,No,Hp,TX,8664.75,0,0,0,192.55
School District,251019818,142076,casmith@mwpisd.esc18.net,Aruba,Access Point,2599024454,2025,Q9G69A,0,0,0,78,0,4,MONAHANS-WICKETT-PYOTE I S D,312,Yes,Hp,TX,312,0,0,0,78
School District,251002566,141325,phollingsworth@e-ratecentral.com,Ubiquiti,Access Point,2599045033,2025,U7-OD,0,0,0,220,0,5,HULL-DAISETTA INDEP SCH DIST,1100,No,Ubiquiti,TX,1100,0,0,0,220
School District,251038037,140690,dhartzell@vstservices.com,Juniper Networks,License,2599054108,2025,S-EX-S-C2-5M2-C-E,1,0,0,821.1,0,6,Hughes Springs Independent School District,4926.6,No,Hp,TX,4926.6,0,0,0,821.1
School District,251034726,141600,lisa.herring@refugioisd.net,Ubiquiti,Switch,2599049197,2025,USW-Enterprise 24P,0,0,0,799,0,7,REFUGIO INDEP SCHOOL DISTRICT,5593,No,Ubiquiti,TX,5593,0,0,0,799
School District,251008867,141277,barrington@esc12.net,Ubiquiti,Access Point,2599009152,2025,U7-Pro-Max,0,0,0,289.79,0,21,BELLVILLE INDEP SCHOOL DIST,6085.59,No,Ubiquiti,TX,6085.59,0,0,0,289.79
School District,251019560,141302,rkeys@vvisd.org,Juniper Networks,Switch,2599024052,2025,Juniper Power Cable CBL-PWR-C13-US-48P,0,0,0,11.71,0,45,VAN VLECK INDEP SCHOOL DIST,526.95,No,Hp,TX,526.95,0,0,0,11.71
School District,251005077,141792,khinojosa@esc12.net,Aruba,License,2599039534,2025,Q9Y80AAE,0,0,0,925,0,2,LA GRANGE INDEPENDENT SCHOOL DISTRICT,1850,No,Hp,TX,1850,0,0,0,925
School District,251034726,141600,lisa.herring@refugioisd.net,Ubiquiti,"Installation, Activation, & Initial Configuration",2599049676,2025,Vendor Services,0,0,0,275,0,28,REFUGIO INDEP SCHOOL DISTRICT,7700,Yes,Ubiquiti,TX,7700,0,0,0,275
School District,251038037,140690,dhartzell@vstservices.com,Juniper Networks,Switch,2599054108,2025,EX4100-24MP,1,0,0,2320.92,0,3,Hughes Springs Independent School District,6962.76,No,Hp,TX,6962.76,0,0,0,2320.92
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599037953,2025,S3J36A,0,0,0,3220,0,8,NEW BRAUNFELS INDEP SCH DIST,25760,No,Hp,TX,25760,0,0,0,3220
School District,251038037,140690,dhartzell@vstservices.com,Juniper Networks,Switch,2599054108,2025,EX4100-48MP,1,0,0,3657.64,0,5,Hughes Springs Independent School District,18288.2,No,Hp,TX,18288.2,0,0,0,3657.64
School District,251005077,141792,khinojosa@esc12.net,Aruba,Module,2599039586,2025,JL085A#ABA,0,0,0,185,0,4,LA GRANGE INDEPENDENT SCHOOL DISTRICT,740,No,Hp,TX,740,0,0,0,185
School District,251028909,140814,cliff.joffrion@sbcglobal.net,Juniper Networks,Cabling,2599039684,2025,QSFP-100G-DAC-50CM - Juniper 0.5m 100GBase QSFP28 Copper Cable,0,0,0,60.99,0,4,KIRBYVILLE INDEP SCHOOL DIST,243.96,No,Hp,TX,243.96,0,0,0,60.99
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599048299,2025,S3J36A,0,0,0,3220,0,15,NEW BRAUNFELS INDEP SCH DIST,48300,No,Hp,TX,48300,0,0,0,3220
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599048288,2025,S3J36A,0,0,0,3220,0,13,NEW BRAUNFELS INDEP SCH DIST,41860,No,Hp,TX,41860,0,0,0,3220
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599048300,2025,R7J39A,0,0,0,836.92,0,4,NEW BRAUNFELS INDEP SCH DIST,3347.68,No,Hp,TX,3347.68,0,0,0,836.92
School District,251039200,141853,laurie.green@region16.net,Cisco Systems,"Fees, Taxes, etc.",2599055916,2025,Cisco ASR-920-4SZ-A Warranty,0,0,0,301.47,0,1,PRINGLE-MORSE CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,301.47,No,Cisco,TX,301.47,0,0,0,301.47
School District,251019560,141302,rkeys@vvisd.org,Juniper Networks,Switch,2599024052,2025,Juniper Network Power,0,0,0,252.57,0,45,VAN VLECK INDEP SCHOOL DIST,11365.65,No,Hp,TX,11365.65,0,0,0,252.57
School District,251042676,17003096,tracyneal@vstservices.com,Meraki,Wireless Controller,2599061095,2025,MS225-48FP-HW,1,0,0,3044.1,0,4,Triumph Public High School- El Paso District,12176.4,Yes,Cisco,TX,12176.4,0,0,0,3044.1
School District,251041806,16051907,tim@ecspecialists.net,Meraki,License,2599059940,2025,"#LIC-MX95-SEC-5YR, Advanced Security License and Support, 5YR",0,0,0,3946.4,3946.41,1,ARISTOI CLASSICAL ACADEMY,3946.4,No,Cisco,TX,3946.4,0,0,0,7892.81
School District,251042557,213050,dhartzell@vstservices.com,Aruba,Access Point,2599060882,2025,HPE-S3J36A,1,0,0,2285.2,0,1,Horizon Montessori,2285.2,No,Hp,TX,2285.2,0,0,0,2285.2
School,251000061,90716,masmith@esc12.net,Aruba,Access Point,2599031189,2025,R1C72A,0,0,0,150,0,0,CENTRAL CATHOLIC HIGH SCHOOL,0,No,Hp,TX,0,0,0,0,150
School District,251037540,140940,malissa.swofford@noconaisd.net,Meraki,License,2599053340,2025,MR56 License,0,0,0,225,0,10,NOCONA INDEP SCHOOL DISTRICT,2250,No,Cisco,TX,2250,0,0,0,225
School District,251012025,141799,aalvarez@esc12.net,Extreme Networks,Access Point,2599058916,2025,AP4020-WW,0,0,0,412.23,0,20,WAELDER INDEP SCHOOL DISTRICT,8244.6,No,Extreme,TX,8244.6,0,0,0,412.23
School District,251027861,141519,collect-ed@hotmail.com,Aruba,License,2599048297,2025,Q9Y60AAE,0,0,0,192.55,0,40,NEW BRAUNFELS INDEP SCH DIST,7702,No,Hp,TX,7702,0,0,0,192.55
Library,251003182,141158,knail@e-ratecentral.com,Meraki,Switch,2599038573,2025,NWRK-CMMS-12524P,0,0,0,1419.07,0,1,COLEMAN PUBLIC LIBRARY,1419.07,No,Cisco,TX,1419.07,0,0,0,1419.07
School,251039428,17047887,usacnotifications@provisionscout.com,Ubiquiti,Switch,2599056232,2025,USW-ULTRA-210W,0,0,0,259.3,0,4,Central Texas Summit Christian School,1037.2,No,Ubiquiti,TX,1037.2,0,0,0,259.3
School District,251028909,140814,cliff.joffrion@sbcglobal.net,Meraki,License,2599039684,2025,LIC-ENT-5YR - Cisco Meraki MR Series Enterprise - subscription license (5 years) - 1 acce,0,0,0,346.21,0,5,KIRBYVILLE INDEP SCHOOL DIST,1731.05,No,Cisco,TX,1731.05,0,0,0,346.21
School District,251039276,141853,laurie.green@region16.net,Meraki,Access Point,2599056032,2025,MR44-HW Meraki AP,0,0,0,454.21,0,1,PRINGLE-MORSE CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,454.21,No,Cisco,TX,454.21,0,0,0,454.21
School District,251041806,16051907,tim@ecspecialists.net,Meraki,Access Point,2599059940,2025,"#MR46-HW, Wi-Fi Indoor Ap",0,0,0,801.48,0,6,ARISTOI CLASSICAL ACADEMY,4808.88,No,Cisco,TX,4808.88,0,0,0,801.48
School District,251041806,16051907,tim@ecspecialists.net,Meraki,License,2599059940,2025,"#LIC-MX85-ENT-5YR, Enterprise License and Support, 5YR",0,0,0,2116.48,0,2,ARISTOI CLASSICAL ACADEMY,4232.96,No,Cisco,TX,4232.96,0,0,0,2116.48
School District,251037540,140940,malissa.swofford@noconaisd.net,Meraki,Access Point,2599053340,2025,MR56,0,0,0,748,0,10,NOCONA INDEP SCHOOL DISTRICT,7480,No,Cisco,TX,7480,0,0,0,748
School District,251028909,140814,cliff.joffrion@sbcglobal.net,Juniper Networks,Switch,2599039684,2025,B-EX440048P-EDU - EX4400-48P ERATE BUNDLE WITH 3YR ND,0,0,0,5167.15,0,7,KIRBYVILLE INDEP SCHOOL DIST,36170.05,No,Hp,TX,36170.05,0,0,0,5167.15
School District,251012025,141799,aalvarez@esc12.net,Extreme Networks,Cabling,2599058916,2025,10061,0,0,0,5,0,13,WAELDER INDEP SCHOOL DISTRICT,65,No,Extreme,TX,65,0,0,0,5
School District,251005633,141726,pstanford@esc12.net,Hewlett Packard,Access Point,2599018754,2025,R3J16A,0,0,0,18,0,4,MCDADE INDEP SCHOOL DISTRICT,72,No,Hp,TX,72,0,0,0,18
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599048287,2025,R7J39A,0,0,0,836.92,0,4,NEW BRAUNFELS INDEP SCH DIST,3347.68,No,Hp,TX,3347.68,0,0,0,836.92
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599048290,2025,Q9G69A,0,0,0,91.89,0,5,NEW BRAUNFELS INDEP SCH DIST,459.45,No,Hp,TX,459.45,0,0,0,91.89
School,251000061,90716,masmith@esc12.net,Aruba,License,2599031189,2025,Q9Y60AAE,0,0,0,195,0,56,CENTRAL CATHOLIC HIGH SCHOOL,10920,No,Hp,TX,10920,0,0,0,195
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599048290,2025,S3J36A,0,0,0,3220,0,9,NEW BRAUNFELS INDEP SCH DIST,28980,No,Hp,TX,28980,0,0,0,3220
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599048292,2025,S3J36A,0,0,0,3220,0,6,NEW BRAUNFELS INDEP SCH DIST,19320,No,Hp,TX,19320,0,0,0,3220
School District,251038037,140690,dhartzell@vstservices.com,Juniper Networks,Module,2599054108,2025,JPSU-650W-AC-AO,1,0,0,335.16,0,2,Hughes Springs Independent School District,670.32,No,Hp,TX,670.32,0,0,0,335.16
School District,251041806,16051907,tim@ecspecialists.net,Meraki,License,2599059940,2025,"#LIC-MS130-48-5YR, Enterprise - subscription license",0,0,0,480.45,0,3,ARISTOI CLASSICAL ACADEMY,1441.35,No,Cisco,TX,1441.35,0,0,0,480.45
School District,251042557,213050,dhartzell@vstservices.com,Aruba,Access Point,2599060882,2025,HPE-Q9G69A,1,0,0,65.25,0,5,Horizon Montessori,326.25,No,Hp,TX,326.25,0,0,0,65.25
School District,251026281,141043,gwarma@kelloggllc.com,Cisco Systems,Access Point,2599035255,2025,Cisco Ctalyst 9164I/CW9164I-MR,0,0,0,794.15,0,75,TEMPLE INDEP SCHOOL DISTRICT,59561.25,Yes,Cisco,TX,59561.25,0,0,0,794.15
School District,251039276,141853,laurie.green@region16.net,Cisco Systems,Router,2599056032,2025,ASR-920-4SZ-A,0,0,0,1821.64,0,1,PRINGLE-MORSE CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,1821.64,No,Cisco,TX,1821.64,0,0,0,1821.64
School District,251019560,141302,rkeys@vvisd.org,Juniper Networks,Switch,2599024052,2025,Juniper EX4100-48P,0,0,0,2983.52,0,45,VAN VLECK INDEP SCHOOL DIST,134258.4,No,Hp,TX,134258.4,0,0,0,2983.52
School District,251037807,141690,rsharp@bisdtx.org,Extreme Networks,Cabling,2599053728,2025,20G-DACP-SFPDDZ5M,0,0,0,187.88,0,5,BASTROP INDEP SCHOOL DISTRICT,939.4,No,Extreme,TX,939.4,0,0,0,187.88
School District,251027861,141519,collect-ed@hotmail.com,Aruba,License,2599048292,2025,Q9Y60AAE,0,0,0,192.55,0,36,NEW BRAUNFELS INDEP SCH DIST,6931.8,No,Hp,TX,6931.8,0,0,0,192.55
School District,251042390,140912,dhartzell@vstservices.com,Meraki,Switch,2599060663,2025,MS150-48MP-4X,1,0,0,4068.99,0,15,ARGYLE INDEP SCHOOL DISTRICT,61034.85,No,Cisco,TX,61034.85,0,0,0,4068.99
School District,251034011,141181,dhartzell@vstservices.com,Meraki,License,2599047966,2025,LIC-MS210-48FP-5YR,1,0,0,645,0,2,SANTA ANNA INDEP SCHOOL DIST,1290,No,Cisco,TX,1290,0,0,0,645
School,251041039,17046205,kristi@ecserate.org,Meraki,License,2599058657,2025,Meraki MS225 48FP Switch  License - 5 Year,0,0,0,1049,0,2,Infinite Minds School,2098,No,Cisco,TX,2098,0,0,0,1049
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599048294,2025,Q9G69A,0,0,0,91.89,0,5,NEW BRAUNFELS INDEP SCH DIST,459.45,No,Hp,TX,459.45,0,0,0,91.89
School,251039428,17047887,usacnotifications@provisionscout.com,Ubiquiti,Access Point,2599056232,2025,U6-LR-US,0,0,0,197.37,0,8,Central Texas Summit Christian School,1578.96,No,Ubiquiti,TX,1578.96,0,0,0,197.37
School District,251034502,140707,jenningsb@carlisleisd.org,Aruba,Access Point,2599048697,2025,AP-505,0,0,0,428,0,82,CARLISLE INDEP SCHOOL DISTRICT,35096,Yes,Hp,TX,35096,0,0,0,428
School District,251008306,141898,rmeggs@esc12.net,Fortinet,License,2599008423,2025,FC-10-0090G-247-02-36,0,0,0,945.74,166.89,1,PATTON SPRINGS SCHOOL DISTRICT,945.74,No,Fortinet,TX,945.74,0,0,0,1112.63
School District,251037807,141690,rsharp@bisdtx.org,Extreme Networks,Cabling,2599053728,2025,20G-DACP-SFPDD1M,0,0,0,210.21,0,2,BASTROP INDEP SCHOOL DISTRICT,420.42,No,Extreme,TX,420.42,0,0,0,210.21
School District,251037807,141690,rsharp@bisdtx.org,Extreme Networks,Switch,2599053728,2025,5420F-48P-4XE,0,0,0,4134.89,0,7,BASTROP INDEP SCHOOL DISTRICT,28944.23,No,Extreme,TX,28944.23,0,0,0,4134.89
School District,251012025,141799,aalvarez@esc12.net,Extreme Networks,Switch,2599058916,2025,4220-48P-4X,0,0,0,1253,0,13,WAELDER INDEP SCHOOL DISTRICT,16289,No,Extreme,TX,16289,0,0,0,1253
School District,251027861,141519,collect-ed@hotmail.com,Aruba,License,2599048294,2025,Q9Y60AAE,0,0,0,192.55,0,45,NEW BRAUNFELS INDEP SCH DIST,8664.75,No,Hp,TX,8664.75,0,0,0,192.55
School District,251041806,16051907,tim@ecspecialists.net,Meraki,Router,2599059940,2025,"#MX85, Cloud Managed Security Gateway Router",0,0,0,1358.18,0,2,ARISTOI CLASSICAL ACADEMY,2716.36,No,Cisco,TX,2716.36,0,0,0,1358.18
School District,251037807,141690,rsharp@bisdtx.org,Extreme Networks,Module,2599053728,2025,XN-ACPWR-920W,0,0,0,674.92,0,7,BASTROP INDEP SCHOOL DISTRICT,4724.44,No,Extreme,TX,4724.44,0,0,0,674.92
School District,251019560,141302,rkeys@vvisd.org,Juniper Networks,Switch,2599024052,2025,Juniper Network Power Cable,0,0,0,11.74,0,45,VAN VLECK INDEP SCHOOL DIST,528.3,No,Hp,TX,528.3,0,0,0,11.74
School District,251039276,141853,laurie.green@region16.net,Meraki,License,2599056032,2025,LIC-ENT-5YR (25) AP Licensing,0,0,0,263.42,0,25,PRINGLE-MORSE CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,6585.5,No,Cisco,TX,6585.5,0,0,0,263.42
School District,251034011,141181,dhartzell@vstservices.com,Meraki,Access Point,2599047966,2025,MR36-HW,1,0,0,314,0,8,SANTA ANNA INDEP SCHOOL DIST,2512,No,Cisco,TX,2512,0,0,0,314
School District,251034011,141181,dhartzell@vstservices.com,Meraki,Access Point,2599047966,2025,MR46-HW,1,0,0,745,0,8,SANTA ANNA INDEP SCHOOL DIST,5960,No,Cisco,TX,5960,0,0,0,745
School District,251042390,140912,dhartzell@vstservices.com,Meraki,License,2599060663,2025,LIC-MS150-48-10Y,1,0,0,760.97,0,15,ARGYLE INDEP SCHOOL DISTRICT,11414.55,No,Cisco,TX,11414.55,0,0,0,760.97
School District,251027861,141519,collect-ed@hotmail.com,Aruba,License,2599048300,2025,Q9Y60AAE,0,0,0,192.55,0,45,NEW BRAUNFELS INDEP SCH DIST,8664.75,No,Hp,TX,8664.75,0,0,0,192.55
School District,251000177,141097,sferrero@esc12.net,Ubiquiti,Cabling,2599015430,2025,UACC-DAC-SFP10-1M,0,0,0,20,0,2,COOLIDGE INDEP SCHOOL DISTRICT,40,No,Ubiquiti,TX,40,0,0,0,20
School District,251038037,140690,dhartzell@vstservices.com,Juniper Networks,Cabling,2599054108,2025,SFP-25G-DAC-1M,1,0,0,46.2,0,6,Hughes Springs Independent School District,277.2,No,Hp,TX,277.2,0,0,0,46.2
School District,251008306,141898,rmeggs@esc12.net,Fortinet,License,2599008423,2025,FC-10-148FF-247-02-36,0,0,0,662.43,0,2,PATTON SPRINGS SCHOOL DISTRICT,1324.86,No,Fortinet,TX,1324.86,0,0,0,662.43
School District,251034726,141600,lisa.herring@refugioisd.net,Ubiquiti,Cabling,2599049661,2025,UACC-DAC-SFP 10,0,0,0,13,0,19,REFUGIO INDEP SCHOOL DISTRICT,247,No,Ubiquiti,TX,247,0,0,0,13
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599048294,2025,R7J39A,0,0,0,836.92,0,3,NEW BRAUNFELS INDEP SCH DIST,2510.76,No,Hp,TX,2510.76,0,0,0,836.92
School District,251042676,17003096,tracyneal@vstservices.com,Meraki,License,2599061095,2025,LIC-ENT-5YR,1,0,0,255.89,0,1,Triumph Public High School- El Paso District,255.89,Yes,Cisco,TX,255.89,0,0,0,255.89
School,251000061,90716,masmith@esc12.net,Aruba,Transceiver,2599031189,2025,J9150D-AX,0,0,0,165,0,10,CENTRAL CATHOLIC HIGH SCHOOL,1650,No,Hp,TX,1650,0,0,0,165
School District,251037807,141690,rsharp@bisdtx.org,Extreme Networks,Access Point,2599053728,2025,AP460C-FCC,0,0,0,482.07,0,5,BASTROP INDEP SCHOOL DISTRICT,2410.35,No,Extreme,TX,2410.35,0,0,0,482.07
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599048290,2025,R7J39A,0,0,0,836.92,0,2,NEW BRAUNFELS INDEP SCH DIST,1673.84,No,Hp,TX,1673.84,0,0,0,836.92
School District,251027861,141519,collect-ed@hotmail.com,Aruba,Access Point,2599048300,2025,S3J36A,0,0,0,3220,0,8,NEW BRAUNFELS INDEP SCH DIST,25760,No,Hp,TX,25760,0,0,0,3220
